#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.292210E+00   0.550009E+06   0.547016E+06   0.150508E+00  -0.216886E+00   0.802414E+04   0.546944E+06   0.549507E+06   0.546944E+06  -0.123452E-01   0.268026E+06   0.267989E+06   0.414756E-01
   0.298270E+00   0.535400E+06   0.532576E+06   0.140621E+00  -0.202640E+00   0.754312E+04   0.532430E+06   0.534926E+06   0.532430E+06  -0.120176E-01   0.260913E+06   0.260879E+06   0.386872E-01
   0.304330E+00   0.521353E+06   0.518677E+06   0.131535E+00  -0.189548E+00   0.709757E+04   0.518472E+06   0.520904E+06   0.518472E+06  -0.117026E-01   0.254074E+06   0.254041E+06   0.362641E-01
   0.310390E+00   0.507306E+06   0.504739E+06   0.123043E+00  -0.177312E+00   0.667731E+04   0.504508E+06   0.506875E+06   0.504508E+06  -0.113874E-01   0.247231E+06   0.247199E+06   0.343194E-01
   0.316451E+00   0.493051E+06   0.490551E+06   0.115048E+00  -0.165793E+00   0.627788E+04   0.490330E+06   0.492631E+06   0.490330E+06  -0.110673E-01   0.240283E+06   0.240252E+06   0.328240E-01
   0.322511E+00   0.478715E+06   0.476250E+06   0.107541E+00  -0.154979E+00   0.589956E+04   0.476066E+06   0.478302E+06   0.476066E+06  -0.107454E-01   0.233294E+06   0.233263E+06   0.316442E-01
   0.328571E+00   0.464611E+06   0.462167E+06   0.100554E+00  -0.144914E+00   0.554472E+04   0.462030E+06   0.464200E+06   0.462030E+06  -0.104286E-01   0.226416E+06   0.226385E+06   0.306044E-01
   0.334631E+00   0.451092E+06   0.448674E+06   0.941215E-01  -0.135646E+00   0.521583E+04   0.448578E+06   0.450686E+06   0.448578E+06  -0.101250E-01   0.219824E+06   0.219794E+06   0.295524E-01
   0.340691E+00   0.438474E+06   0.436098E+06   0.882610E-01  -0.127202E+00   0.491458E+04   0.436025E+06   0.438075E+06   0.436025E+06  -0.984163E-02   0.213673E+06   0.213644E+06   0.284027E-01
   0.346751E+00   0.426896E+06   0.424582E+06   0.829524E-01  -0.119553E+00   0.464047E+04   0.424511E+06   0.426508E+06   0.424511E+06  -0.958173E-02   0.208030E+06   0.208002E+06   0.271469E-01
   0.352812E+00   0.416241E+06   0.414004E+06   0.781275E-01  -0.112600E+00   0.439020E+04   0.413918E+06   0.415865E+06   0.413918E+06  -0.934263E-02   0.202839E+06   0.202812E+06   0.258357E-01
   0.358872E+00   0.406255E+06   0.404101E+06   0.737003E-01  -0.106220E+00   0.415943E+04   0.403992E+06   0.405893E+06   0.403992E+06  -0.911859E-02   0.197975E+06   0.197949E+06   0.245489E-01
   0.364932E+00   0.396699E+06   0.394624E+06   0.695971E-01  -0.100306E+00   0.394442E+04   0.394494E+06   0.396351E+06   0.394494E+06  -0.890421E-02   0.193321E+06   0.193295E+06   0.233625E-01
   0.370992E+00   0.387374E+06   0.385365E+06   0.657591E-01  -0.947754E-01   0.374212E+04   0.385222E+06   0.387036E+06   0.385222E+06  -0.869494E-02   0.188778E+06   0.188753E+06   0.223221E-01
   0.377052E+00   0.378135E+06   0.376178E+06   0.621437E-01  -0.895656E-01   0.355039E+04   0.376035E+06   0.377806E+06   0.376035E+06  -0.848758E-02   0.184276E+06   0.184251E+06   0.214329E-01
   0.383112E+00   0.368964E+06   0.367045E+06   0.587326E-01  -0.846503E-01   0.336841E+04   0.366913E+06   0.368642E+06   0.366913E+06  -0.828168E-02   0.179805E+06   0.179782E+06   0.206660E-01
   0.389173E+00   0.359961E+06   0.358073E+06   0.555280E-01  -0.800325E-01   0.319651E+04   0.357957E+06   0.359644E+06   0.357957E+06  -0.807953E-02   0.175417E+06   0.175393E+06   0.199754E-01
   0.395233E+00   0.351250E+06   0.349392E+06   0.525345E-01  -0.757190E-01   0.303513E+04   0.349292E+06   0.350938E+06   0.349292E+06  -0.788394E-02   0.171170E+06   0.171147E+06   0.193141E-01
   0.401293E+00   0.342925E+06   0.341098E+06   0.497512E-01  -0.717082E-01   0.288443E+04   0.341010E+06   0.342618E+06   0.341010E+06  -0.769702E-02   0.167112E+06   0.167090E+06   0.186489E-01
   0.407353E+00   0.335039E+06   0.333251E+06   0.471713E-01  -0.679902E-01   0.274419E+04   0.333167E+06   0.334739E+06   0.333167E+06  -0.752000E-02   0.163269E+06   0.163247E+06   0.179677E-01
   0.413413E+00   0.327598E+06   0.325854E+06   0.447813E-01  -0.645458E-01   0.261378E+04   0.325768E+06   0.327305E+06   0.325768E+06  -0.735299E-02   0.159643E+06   0.159622E+06   0.172779E-01
   0.419473E+00   0.320543E+06   0.318845E+06   0.425600E-01  -0.613445E-01   0.249213E+04   0.318754E+06   0.320258E+06   0.318754E+06  -0.719466E-02   0.156206E+06   0.156185E+06   0.165991E-01
   0.425534E+00   0.313772E+06   0.312120E+06   0.404830E-01  -0.583510E-01   0.237794E+04   0.312022E+06   0.313495E+06   0.312022E+06  -0.704273E-02   0.152907E+06   0.152887E+06   0.159525E-01
   0.431594E+00   0.307196E+06   0.305586E+06   0.385293E-01  -0.555353E-01   0.227007E+04   0.305484E+06   0.306925E+06   0.305484E+06  -0.689514E-02   0.149703E+06   0.149683E+06   0.153542E-01
   0.437654E+00   0.300764E+06   0.299191E+06   0.366851E-01  -0.528774E-01   0.216782E+04   0.299088E+06   0.300500E+06   0.299088E+06  -0.675079E-02   0.146569E+06   0.146549E+06   0.148104E-01
   0.596509E+00   0.185282E+06   0.184306E+06   0.121644E-01  -0.175356E-01   0.760395E+03   0.184246E+06   0.185118E+06   0.184246E+06  -0.415866E-02   0.902908E+05   0.902787E+05   0.676361E-02
   0.832495E+00   0.108559E+06   0.107988E+06   0.365908E-02  -0.527516E-02   0.238756E+03   0.107951E+06   0.108463E+06   0.107951E+06  -0.243659E-02   0.529023E+05   0.528951E+05   0.286759E-02
   0.116184E+01   0.628118E+05   0.624811E+05   0.108693E-02  -0.156707E-02   0.729906E+02   0.624596E+05   0.627563E+05   0.624596E+05  -0.140979E-02   0.306090E+05   0.306047E+05   0.121355E-02
   0.162148E+01   0.359554E+05   0.357660E+05   0.319435E-03  -0.460559E-03   0.218483E+02   0.357537E+05   0.359236E+05   0.357537E+05  -0.807005E-03   0.175215E+05   0.175190E+05   0.517809E-03
   0.226296E+01   0.203931E+05   0.202855E+05   0.930153E-04  -0.134115E-03   0.643331E+01   0.202787E+05   0.203751E+05   0.202787E+05  -0.457714E-03   0.993780E+04   0.993626E+04   0.226391E-03
